province,last_updated,data » date,data » change_cases,data » change_fatalities,data » change_tests,data » change_hospitalizations,data » change_criticals,data » change_recoveries,data » change_vaccinations,data » change_vaccinated,data » change_vaccines_distributed,data » total_cases,data » total_fatalities,data » total_tests,data » total_hospitalizations,data » total_criticals,data » total_recoveries,data » total_vaccinations,data » total_vaccinated,data » total_vaccines_distributed
All,04/07/2021 16:47,25/01/2020,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
,,26/01/2020,1,0,4,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0
,,27/01/2020,0,0,20,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0
,,28/01/2020,1,0,10,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0
,,29/01/2020,0,0,3,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0
,,30/01/2020,0,0,26,0,0,0,0,0,0,3,0,65,0,0,0,0,0,0
,,31/01/2020,1,0,33,0,0,0,0,0,0,4,0,98,0,0,0,0,0,0
,,01/02/2020,0,0,23,0,0,0,0,0,0,4,0,121,0,0,0,0,0,0
,,02/02/2020,0,0,24,0,0,0,0,0,0,4,0,145,0,0,0,0,0,0
,,03/02/2020,0,0,16,0,0,0,0,0,0,4,0,161,0,0,0,0,0,0
,,04/02/2020,0,0,56,0,0,0,0,0,0,4,0,217,0,0,0,0,0,0
,,05/02/2020,1,0,50,0,0,0,0,0,0,5,0,267,0,0,0,0,0,0
,,06/02/2020,2,0,35,0,0,0,0,0,0,7,0,302,0,0,0,0,0,0
,,07/02/2020,0,0,63,0,0,0,0,0,0,7,0,365,0,0,0,0,0,0
,,08/02/2020,0,0,41,0,0,0,0,0,0,7,0,406,0,0,0,0,0,0
,,09/02/2020,0,0,30,0,0,0,0,0,0,7,0,436,0,0,0,0,0,0
,,10/02/2020,0,0,10,0,0,0,0,0,0,7,0,446,0,0,0,0,0,0
,,11/02/2020,0,0,37,0,0,0,0,0,0,7,0,483,0,0,0,0,0,0
,,12/02/2020,0,0,70,0,0,0,0,0,0,7,0,553,0,0,0,0,0,0
,,13/02/2020,0,0,55,0,0,0,0,0,0,7,0,608,0,0,0,0,0,0
,,14/02/2020,1,0,91,0,0,0,0,0,0,8,0,699,0,0,0,0,0,0
,,15/02/2020,0,0,44,0,0,0,0,0,0,8,0,743,0,0,0,0,0,0
,,16/02/2020,0,0,12,0,0,0,0,0,0,8,0,755,0,0,0,0,0,0
,,17/02/2020,0,0,29,0,0,0,0,0,0,8,0,784,0,0,0,0,0,0
,,18/02/2020,0,0,4,0,0,0,0,0,0,8,0,788,0,0,0,0,0,0
,,19/02/2020,0,0,101,0,0,0,0,0,0,8,0,889,0,0,0,0,0,0
,,20/02/2020,1,0,57,0,0,0,0,0,0,9,0,946,0,0,0,0,0,0
,,21/02/2020,0,0,65,0,0,0,0,0,0,9,0,1011,0,0,0,0,0,0
,,22/02/2020,0,0,45,0,0,0,0,0,0,9,0,1056,0,0,0,0,0,0
,,23/02/2020,1,0,44,0,0,0,0,0,0,10,0,1100,0,0,0,0,0,0
,,24/02/2020,1,0,17,0,0,0,0,0,0,11,0,1117,0,0,0,0,0,0
,,25/02/2020,0,0,61,0,0,0,0,0,0,11,0,1178,0,0,0,0,0,0
,,26/02/2020,1,0,76,0,0,0,0,0,0,12,0,1254,0,0,0,0,0,0
,,27/02/2020,2,0,230,0,0,0,0,0,0,14,0,1484,0,0,0,0,0,0
,,28/02/2020,2,0,134,0,0,0,0,0,0,16,0,1618,0,0,0,0,0,0
,,29/02/2020,4,0,182,0,0,0,0,0,0,20,0,1800,0,0,0,0,0,0
,,01/03/2020,4,0,105,0,0,7,0,0,0,24,0,1905,0,0,7,0,0,0
,,02/03/2020,3,0,1127,0,0,0,0,0,0,27,0,3032,0,0,7,0,0,0
,,03/03/2020,6,0,329,0,0,0,0,0,0,33,0,3361,0,0,7,0,0,0
,,04/03/2020,1,0,522,0,0,0,0,0,0,34,0,3883,0,0,7,0,0,0
,,05/03/2020,13,0,752,0,0,1,0,0,0,47,0,4635,0,0,8,0,0,0
,,06/03/2020,5,0,585,0,0,0,0,0,0,52,0,5220,0,0,8,0,0,0
,,07/03/2020,8,0,1018,0,0,0,0,0,0,60,0,6238,0,0,8,0,0,0
,,08/03/2020,4,1,1053,0,0,0,0,0,0,64,1,7291,0,0,8,0,0,0
,,09/03/2020,15,0,777,4,0,0,0,0,0,79,1,8068,4,0,8,0,0,0
,,10/03/2020,17,0,1960,1,0,1,0,0,0,96,1,10028,5,0,9,0,0,0
,,11/03/2020,22,1,2057,0,0,0,0,0,0,117,2,12085,5,0,9,0,0,0
,,12/03/2020,40,0,2945,0,0,0,0,0,0,157,2,15030,5,0,9,0,0,0
,,13/03/2020,40,0,4517,2,1,1,0,0,0,196,2,19547,7,1,10,0,0,0
,,14/03/2020,59,0,4665,2,1,0,0,0,0,253,2,24212,9,2,10,0,0,0
,,15/03/2020,84,0,5797,0,0,0,0,0,0,337,2,30009,9,2,10,0,0,0
,,16/03/2020,100,3,6317,8,0,0,0,0,0,433,5,36326,17,2,10,0,0,0
,,17/03/2020,155,3,8279,5,4,0,0,0,0,587,8,44605,22,6,10,0,0,0
,,18/03/2020,130,1,12766,9,8,1,0,0,0,717,9,57371,31,14,11,0,0,0
,,19/03/2020,146,3,13115,11,2,2,0,0,0,862,12,70486,42,16,13,0,0,0
,,20/03/2020,214,1,12144,10,8,2,0,0,0,1074,13,82630,52,24,15,0,0,0
,,21/03/2020,244,4,14557,16,7,1,0,0,0,1317,17,97187,68,31,16,0,0,0
,,22/03/2020,189,3,13390,8,4,2,0,0,0,1506,20,110577,76,35,18,0,0,0
,,23/03/2020,639,4,13304,27,9,94,0,0,0,2145,24,123881,103,44,112,0,0,0
,,24/03/2020,661,3,13931,50,20,74,0,0,0,2806,27,137812,153,64,186,0,0,0
,,25/03/2020,590,8,13470,23,8,11,0,0,0,3396,35,151282,176,72,197,0,0,0
,,26/03/2020,634,4,14785,40,10,31,0,0,0,4030,39,166067,216,82,228,0,0,0
,,27/03/2020,713,16,14320,44,7,126,0,0,0,4743,55,180387,260,89,354,0,0,0
,,28/03/2020,898,6,17693,34,36,147,0,0,0,5641,61,198080,294,125,501,0,0,0
,,29/03/2020,681,5,18070,35,17,84,0,0,0,6322,66,216150,329,142,585,0,0,0
,,30/03/2020,1112,13,12172,77,15,529,0,0,0,7434,79,228322,406,157,1114,0,0,0
,,31/03/2020,1143,22,16631,76,8,183,0,0,0,8577,101,244953,482,165,1297,0,0,0
,,01/04/2020,1140,10,22557,44,9,424,0,0,0,9717,111,267510,526,174,1721,0,0,0
,,02/04/2020,1552,27,20065,467,188,250,0,0,0,11269,138,287575,993,362,1971,0,0,0
,,03/04/2020,1266,49,20384,136,35,352,0,0,0,12535,187,307959,1129,397,2323,0,0,0
,,04/04/2020,1469,46,18391,87,27,456,0,0,0,14004,233,326350,1216,424,2779,0,0,0
,,05/04/2020,1521,47,12974,56,31,321,0,0,0,15525,280,339324,1272,455,3100,0,0,0
,,06/04/2020,1128,43,11987,79,31,516,0,0,0,16653,323,351311,1351,486,3616,0,0,0
,,07/04/2020,1229,58,11703,79,19,434,0,0,0,17882,381,363014,1430,505,4050,0,0,0
,,08/04/2020,1394,54,14581,37,18,603,0,0,0,19276,435,377595,1467,523,4653,0,0,0
,,09/04/2020,1474,74,14945,71,38,658,0,0,0,20750,509,392540,1538,561,5311,0,0,0
,,10/04/2020,1383,60,16214,91,-19,702,0,0,0,22133,569,408754,1629,542,6013,0,0,0
,,11/04/2020,1169,84,15675,67,19,637,0,0,0,23302,653,424429,1696,561,6650,0,0,0
,,12/04/2020,1091,64,19474,96,9,522,0,0,0,24393,717,443903,1792,570,7172,0,0,0
,,13/04/2020,1270,63,16565,80,6,563,0,0,0,25663,780,460468,1872,576,7735,0,0,0
,,14/04/2020,1383,123,18615,64,-5,500,0,0,0,27046,903,479083,1936,571,8235,0,0,0
,,15/04/2020,1318,107,18380,70,-11,744,0,0,0,28364,1010,497463,2006,560,8979,0,0,0
,,16/04/2020,1727,165,23330,42,-20,750,0,0,0,30091,1175,520793,2048,540,9729,0,0,0
,,17/04/2020,1821,135,21013,83,-6,813,0,0,0,31912,1310,541806,2131,534,10542,0,0,0
,,18/04/2020,1455,160,27115,51,58,665,0,0,0,33367,1470,568921,2182,592,11207,0,0,0
,,19/04/2020,1702,120,24839,-50,-76,636,0,0,0,35069,1590,593760,2132,516,11843,0,0,0
,,20/04/2020,1745,100,21038,56,11,743,0,0,0,36814,1690,614798,2188,527,12586,0,0,0
,,21/04/2020,1591,144,22293,117,4,602,0,0,0,38405,1834,637091,2305,531,13188,0,0,0
,,22/04/2020,1768,140,24896,64,-13,798,0,0,0,40173,1974,661987,2369,518,13986,0,0,0
,,23/04/2020,1920,173,27491,148,-5,775,0,0,0,42093,2147,689478,2517,513,14761,0,0,0
,,24/04/2020,1778,155,28893,65,27,780,0,0,0,43871,2302,718371,2582,540,15541,0,0,0
,,25/04/2020,1466,163,27738,67,-7,884,0,0,0,45337,2465,746109,2649,533,16425,0,0,0
,,26/04/2020,1580,95,27357,27,3,896,0,0,0,46917,2560,773466,2676,536,17321,0,0,0
,,27/04/2020,1566,147,27571,37,-20,947,0,0,0,48483,2707,801037,2713,516,18268,0,0,0
,,28/04/2020,1520,152,21343,94,5,827,0,0,0,50003,2859,822380,2807,521,19095,0,0,0
,,29/04/2020,1570,137,32108,40,1,1232,0,0,0,51573,2996,854488,2847,522,20327,0,0,0
,,30/04/2020,1638,188,31435,56,-16,1090,0,0,0,53211,3184,885923,2903,506,21417,0,0,0
,,01/05/2020,1825,207,35927,50,8,1334,0,0,0,55036,3391,921850,2953,514,22751,0,0,0
,,02/05/2020,1653,175,34925,-27,-4,1050,0,0,0,56689,3566,956775,2926,510,23801,0,0,0
,,03/05/2020,2794,116,33706,48,4,1107,0,0,0,59483,3682,990481,2974,514,24908,0,0,0
,,04/05/2020,1265,172,30896,-5,-4,1109,0,0,0,60748,3854,1021377,2969,510,26017,0,0,0
,,05/05/2020,1273,189,23751,109,1,976,0,0,0,62021,4043,1045128,3078,511,26993,0,0,0
,,06/05/2020,1448,189,30330,5,-10,1178,0,0,0,63469,4232,1075458,3083,501,28171,0,0,0
,,07/05/2020,1424,176,33852,-5,5,1076,0,0,0,64893,4408,1109310,3078,506,29247,0,0,0
,,08/05/2020,1514,161,34850,-8,-22,979,0,0,0,66407,4569,1144160,3070,484,30226,0,0,0
,,09/05/2020,1268,124,37219,-16,-14,1023,0,0,0,67675,4693,1181379,3054,470,31249,0,0,0
,,10/05/2020,1155,178,35962,-67,-13,847,0,0,0,68830,4871,1217341,2987,457,32096,0,0,0
,,11/05/2020,1124,122,29010,70,-8,898,0,0,0,69954,4993,1246351,3057,449,32994,0,0,0
,,12/05/2020,1175,176,26770,-1,-14,1042,0,0,0,71129,5169,1273121,3056,435,34036,0,0,0
,,13/05/2020,1121,135,34247,23,1,1128,0,0,0,72250,5304,1307368,3079,436,35164,0,0,0
,,14/05/2020,1211,168,37813,-38,-14,927,0,0,0,73461,5472,1345181,3041,422,36091,0,0,0
,,15/05/2020,1125,90,40464,-66,-5,804,0,0,0,74586,5562,1385645,2975,417,36895,0,0,0
,,16/05/2020,1251,117,38990,-76,-13,924,0,0,0,75837,5679,1424635,2899,404,37819,0,0,0
,,17/05/2020,1146,103,37271,-43,-5,731,0,0,0,76983,5782,1461906,2856,399,38550,0,0,0
,,18/05/2020,1062,60,25682,40,-1,688,0,0,0,78045,5842,1487588,2896,398,39238,0,0,0
,,19/05/2020,1040,70,20266,-218,4,812,0,0,0,79085,5912,1507854,2678,402,40050,0,0,0
,,20/05/2020,1029,119,24024,-24,-8,726,0,0,0,80114,6031,1531878,2654,394,40776,0,0,0
,,21/05/2020,1182,121,30792,-17,-14,434,0,0,0,81296,6152,1562670,2637,380,41210,0,0,0
,,22/05/2020,1155,98,33782,-52,-11,1384,0,0,0,82451,6250,1596452,2585,369,42594,0,0,0
,,23/05/2020,1141,105,34036,-81,-5,711,0,0,0,83592,6355,1630488,2504,364,43305,0,0,0
,,24/05/2020,1084,69,31979,-56,4,680,0,0,0,84676,6424,1662467,2448,368,43985,0,0,0
,,25/05/2020,1006,121,27136,-33,7,653,0,0,0,85682,6545,1689603,2415,375,44638,0,0,0
,,26/05/2020,937,94,26211,-34,-4,701,0,0,0,86619,6639,1715814,2381,371,45339,0,0,0
,,27/05/2020,871,126,35577,-27,5,825,0,0,0,87490,6765,1751391,2354,376,46164,0,0,0
,,28/05/2020,994,111,37924,-62,-18,676,0,0,0,88484,6876,1789315,2292,358,46840,0,0,0
,,29/05/2020,906,102,44995,-69,-9,619,0,0,0,89390,6978,1834310,2223,349,47459,0,0,0
,,30/05/2020,772,95,42791,-86,-13,644,0,0,0,90162,7073,1877101,2137,336,48103,0,0,0
,,31/05/2020,766,222,38528,-21,6,776,0,0,0,90928,7295,1915629,2116,342,48879,0,0,0
,,01/06/2020,750,31,32400,-17,-2,596,0,0,0,91678,7326,1948029,2099,340,49475,0,0,0
,,02/06/2020,705,69,32944,8,0,869,0,0,0,92383,7395,1980973,2107,340,50344,0,0,0
,,03/06/2020,675,103,39894,-44,-7,691,0,0,0,93058,7498,2020867,2063,333,51035,0,0,0
,,04/06/2020,637,139,42574,-91,-19,691,0,0,0,93695,7637,2063441,1972,314,51726,0,0,0
,,05/06/2020,610,66,42916,-81,-18,829,0,0,0,94305,7703,2106357,1891,296,52555,0,0,0
,,06/06/2020,736,70,43306,-128,-6,1046,0,0,0,95041,7773,2149663,1763,290,53601,0,0,0
,,07/06/2020,649,27,30329,-47,-5,619,0,0,0,95690,7800,2179992,1716,285,54220,0,0,0
,,08/06/2020,527,33,37256,-27,-7,582,0,0,0,96217,7833,2217248,1689,278,54802,0,0,0
,,09/06/2020,408,62,36866,-21,-5,757,0,0,0,96625,7895,2254114,1668,273,55559,0,0,0
,,10/06/2020,473,63,40614,-72,4,1067,0,0,0,97098,7958,2294728,1596,277,56626,0,0,0
,,11/06/2020,405,36,46586,-81,-3,1019,0,0,0,97503,7994,2341314,1515,274,57645,0,0,0
,,12/06/2020,414,55,50173,-36,-14,865,0,0,0,97917,8049,2391487,1479,260,58510,0,0,0
,,13/06/2020,481,58,45722,-84,-8,831,0,0,0,98398,8107,2437209,1395,252,59341,0,0,0
,,14/06/2020,393,39,41072,-78,-25,918,0,0,0,98791,8146,2478281,1317,227,60259,0,0,0
,,15/06/2020,324,29,36360,-13,0,770,0,0,0,99115,8175,2514641,1304,227,61029,0,0,0
,,16/06/2020,324,38,36642,-58,-7,401,0,0,0,99439,8213,2551283,1246,220,61430,0,0,0
,,17/06/2020,386,41,46106,-60,-12,375,0,0,0,99825,8254,2597389,1186,208,61805,0,0,0
,,18/06/2020,366,46,47736,-89,-15,678,0,0,0,100191,8300,2645125,1097,193,62483,0,0,0
,,19/06/2020,407,46,48716,-78,-7,507,0,0,0,100598,8346,2693841,1019,186,62990,0,0,0
,,20/06/2020,404,64,45316,-47,2,485,0,0,0,101002,8410,2739157,972,188,63475,0,0,0
,,21/06/2020,323,20,41841,-60,5,398,0,0,0,101325,8430,2780998,912,193,63873,0,0,0
,,22/06/2020,283,6,36701,-21,-16,448,0,0,0,101608,8436,2817699,891,177,64321,0,0,0
,,23/06/2020,335,18,39061,21,1,370,0,0,0,101943,8454,2856760,912,178,64691,0,0,0
,,24/06/2020,279,30,41664,-26,-8,387,0,0,0,102222,8484,2898424,886,170,65078,0,0,0
,,25/06/2020,379,20,46260,-17,-5,334,0,0,0,102601,8504,2944684,869,165,65412,0,0,0
,,26/06/2020,250,4,49945,-23,-9,301,0,0,0,102851,8508,2994629,846,156,65713,0,0,0
,,27/06/2020,334,8,53381,-28,-8,247,0,0,0,103185,8516,3048010,818,148,65960,0,0,0
,,28/06/2020,309,6,46918,-44,-4,218,0,0,0,103494,8522,3094928,774,144,66178,0,0,0
,,29/06/2020,405,44,43287,18,-1,987,0,0,0,103899,8566,3138215,792,143,67165,0,0,0
,,30/06/2020,286,25,40629,-36,-15,414,0,0,0,104185,8591,3178844,756,128,67579,0,0,0
,,01/07/2020,265,28,38530,-16,-8,340,0,0,0,104450,8619,3217374,740,120,67919,0,0,0
,,02/07/2020,302,23,51582,-105,-1,415,0,0,0,104752,8642,3268956,635,119,68334,0,0,0
,,03/07/2020,325,21,42507,14,-2,346,0,0,0,105077,8663,3311463,649,117,68680,0,0,0
,,04/07/2020,266,11,39035,-17,-7,313,0,0,0,105343,8674,3350498,632,110,68993,0,0,0
,,05/07/2020,290,10,39649,-17,-5,251,0,0,0,105633,8684,3390147,615,105,69244,0,0,0
,,06/07/2020,288,9,32763,-18,-5,313,0,0,0,105921,8693,3422910,597,100,69557,0,0,0
,,07/07/2020,232,18,31672,-15,-3,313,0,0,0,106153,8711,3454582,582,97,69870,0,0,0
,,08/07/2020,267,26,42966,-26,1,364,0,0,0,106420,8737,3497548,556,98,70234,0,0,0
,,09/07/2020,371,11,48307,-30,-1,320,0,0,0,106791,8748,3545855,526,97,70554,0,0,0
,,10/07/2020,321,11,52702,1,2,323,0,0,0,107112,8759,3598557,527,99,70877,0,0,0
,,11/07/2020,297,14,53667,2,-6,455,0,0,0,107409,8773,3652224,529,93,71332,0,0,0
,,12/07/2020,380,10,51152,-15,0,240,0,0,0,107789,8783,3703376,514,93,71572,0,0,0
,,13/07/2020,349,7,41965,-15,1,256,0,0,0,108138,8790,3745341,499,94,71828,0,0,0
,,14/07/2020,331,8,35539,31,2,329,0,0,0,108469,8798,3780880,530,96,72157,0,0,0
,,15/07/2020,341,12,48329,-27,-7,315,0,0,0,108810,8810,3829209,503,89,72472,0,0,0
,,16/07/2020,437,17,55185,-12,-5,23999,0,0,0,109247,8827,3884394,491,84,96471,0,0,0
,,17/07/2020,405,12,58242,-8,3,204,0,0,0,109652,8839,3942636,483,87,96675,0,0,0
,,18/07/2020,547,9,60515,-13,1,269,0,0,0,110199,8848,4003151,470,88,96944,0,0,0
,,19/07/2020,467,4,53151,7,3,172,0,0,0,110666,8852,4056302,477,91,97116,0,0,0
,,20/07/2020,442,6,44506,11,6,345,0,0,0,111108,8858,4100808,488,97,97461,0,0,0
,,21/07/2020,575,4,47165,8,-4,283,0,0,0,111683,8862,4147973,496,93,97744,0,0,0
,,22/07/2020,542,8,52464,0,5,385,0,0,0,112225,8870,4200437,496,98,98129,0,0,0
,,23/07/2020,432,4,58091,15,0,377,0,0,0,112657,8874,4258528,511,98,98506,0,0,0
,,24/07/2020,534,7,61615,-27,-8,354,0,0,0,113191,8881,4320143,484,90,98860,0,0,0
,,25/07/2020,495,4,62327,-59,-6,312,0,0,0,113686,8885,4382470,425,84,99172,0,0,0
,,26/07/2020,479,5,55150,-27,-3,308,0,0,0,114165,8890,4437620,398,81,99480,0,0,0
,,27/07/2020,415,11,61777,3,-1,368,0,0,0,114580,8901,4499397,401,80,99848,0,0,0
,,28/07/2020,395,11,30013,11,0,253,0,0,0,114975,8912,4529410,412,80,100101,0,0,0
,,29/07/2020,415,5,57013,-9,0,351,0,0,0,115390,8917,4586423,403,80,100452,0,0,0
,,30/07/2020,410,12,61884,8,6,397,0,0,0,115800,8929,4648307,411,86,100849,0,0,0
,,31/07/2020,497,6,62633,-32,0,365,0,0,0,116297,8935,4710940,379,86,101214,0,0,0
,,01/08/2020,427,6,68143,-13,1,358,0,0,0,116724,8941,4779083,366,87,101572,0,0,0
,,02/08/2020,381,4,59731,-8,3,249,0,0,0,117105,8945,4838814,358,90,101821,0,0,0
,,03/08/2020,353,2,44847,1,-1,209,0,0,0,117458,8947,4883661,359,89,102030,0,0,0
,,04/08/2020,318,11,44242,4,10,407,0,0,0,117776,8958,4927903,363,99,102437,0,0,0
,,05/08/2020,396,4,45231,-22,0,338,0,0,0,118172,8962,4973134,341,99,102775,0,0,0
,,06/08/2020,374,4,55711,5,-7,318,0,0,0,118546,8966,5028845,346,92,103093,0,0,0
,,07/08/2020,424,4,59392,-18,-6,329,0,0,0,118970,8970,5088237,328,86,103422,0,0,0
,,08/08/2020,393,6,51279,-14,4,289,0,0,0,119363,8976,5139516,314,90,103711,0,0,0
,,09/08/2020,370,5,48507,-3,0,235,0,0,0,119733,8981,5188023,311,90,103946,0,0,0
,,10/08/2020,384,6,65629,-9,-7,2396,0,0,0,120117,8987,5253652,302,83,106342,0,0,0
,,11/08/2020,289,4,46763,-16,-1,297,0,0,0,120406,8991,5300415,286,82,106639,0,0,0
,,12/08/2020,423,15,54570,-13,-3,496,0,0,0,120829,9006,5354985,273,79,107135,0,0,0
,,13/08/2020,390,9,63586,-5,-1,404,0,0,0,121219,9015,5418571,268,78,107539,0,0,0
,,14/08/2020,418,5,64735,3,0,390,0,0,0,121637,9020,5483306,271,78,107929,0,0,0
,,15/08/2020,429,4,54918,-6,1,275,0,0,0,122066,9024,5538224,265,79,108204,0,0,0
,,16/08/2020,371,2,43556,-2,0,267,0,0,0,122437,9026,5581780,263,79,108471,0,0,0
,,17/08/2020,338,6,70235,-18,-6,576,0,0,0,122775,9032,5652015,245,73,109047,0,0,0
,,18/08/2020,364,13,48418,11,0,297,0,0,0,123139,9045,5700433,256,73,109344,0,0,0
,,19/08/2020,336,4,57407,3,1,310,0,0,0,123475,9049,5757840,259,74,109654,0,0,0
,,20/08/2020,383,5,59935,-12,0,621,0,0,0,123858,9054,5817775,247,74,110275,0,0,0
,,21/08/2020,500,10,65694,-9,-6,271,0,0,0,124358,9064,5883469,238,68,110546,0,0,0
,,22/08/2020,449,7,51257,-6,-8,126,0,0,0,124807,9071,5934726,232,60,110672,0,0,0
,,23/08/2020,453,2,43508,-6,-6,427,0,0,0,125260,9073,5978234,226,54,111099,0,0,0
,,24/08/2020,372,10,62774,3,0,453,0,0,0,125632,9083,6041008,229,54,111552,0,0,0
,,25/08/2020,323,7,44297,7,0,484,0,0,0,125955,9090,6085305,236,54,112036,0,0,0
,,26/08/2020,370,3,56692,-3,-1,333,0,0,0,126325,9093,6141997,233,53,112369,0,0,0
,,27/08/2020,432,8,61522,10,5,442,0,0,0,126757,9101,6203519,243,58,112811,0,0,0
